geoid,lon,lat,call_count,geoid_2020
420035630004,-80.0705789178784,40.4578262733885,1087,420035630003
420035631001,-80.0441098449915,40.4338159362245,843,420035631001
420035631002,-80.0530408128534,40.4320180415591,2260,420035631002
420035631003,-80.0344866292752,40.4270854770587,577,420035631001
420035632001,-79.9981209841959,40.4495619024506,2390,420035632011
420035632002,-79.9979403555741,40.4535195307656,7359,420035632021
420035632003,-79.9976587242799,40.4572650013126,2688,420035632022
420039800001,-79.8924090107628,40.4882624113746,6824,420039800001
420039801001,-79.9145099023707,40.481229287653,1262,420039801001
420039803001,-79.9057260829288,40.4325583775634,151,420039803001
420039804001,-80.0200197454857,40.4819458665995,134,420039804001
420039805001,-79.942159366852,40.4343530966253,842,420039805001
420039806001,-80.0280138804104,40.4519930959565,4928,420039806001
420039807001,-80.0117732047697,40.4376431614479,3217,420039807001
420039808001,-79.9654423706305,40.4325813054591,717,420039808001
420039809001,-80.0419517001309,40.4666011990925,907,420039809001
420039810001,-79.9488681129042,40.4731090601512,204,420039810001
420039811001,-79.9063288514281,40.4420457128688,66,420039811002
420039812001,-80.0108042463949,40.4464643482286,10409,420039812001
420039818001,-79.8972205148554,40.4801784754434,1377,420039818001
420039822001,-79.9547684986283,40.4444958457521,5264,420039822001
